-6.973,40.874,0.55
-6.972,40.821,0.55
-6.95,40.714,0.55
-6.947,40.671,0.55
-6.939,40.64,0.55
-6.881,40.5,0.55
-6.878,40.483,0.55
-6.868,40.466,0.55
-6.825,40.451,0.55
-6.778,40.422,0.55
-6.733,40.455,0.55
-6.676,40.473,0.55
-6.638,40.499,0.55
-6.508,40.64,0.55
-6.366,40.881,0.55
-6.309,41.023,0.55
-6.259,41.12,0.55
-6.171,41.351,0.55
-6.063,41.797,0.55
-6.035,42.027,0.55
-5.984,42.669,0.55
-5.96,43.222,0.55
-5.958,43.249,0.55
-5.959,43.3,0.55
-5.956,43.36,0.55
-5.957,43.585,0.55
-5.94,43.93,0.55
-5.98,44.509,0.55
-6.01,44.936,0.55
-6.084,45.628,0.55
-6.143,46.009,0.55
-6.257,46.516,0.55
-6.391,47.017,0.55
-6.536,47.421,0.55
-6.686,47.697,0.55
-6.79,47.799,0.55
-6.901,47.843,0.55
-7.009,47.815,0.55
-7.083,47.766,0.55
-7.158,47.685,0.55
-7.174,47.673,0.55
-7.366,47.495,0.55
-7.492,47.416,0.55
-7.627,47.355,0.55
-7.985,47.265,0.55
-8.038,47.244,0.55
-8.089,47.196,0.55
-8.131,47.165,0.55
-8.142,47.143,0.55
-8.155,47.067,0.55
-8.145,47.035,0.55
-8.048,46.845,0.55
-8.02,46.807,0.55
-7.763,46.375,0.55
-7.667,46.167,0.55
-7.538,45.802,0.55
-7.436,45.334,0.55
-7.399,45.229,0.55
-7.387,45.166,0.55
-7.349,45.053,0.55
-7.207,44.563,0.55
-7.087,43.97,0.55
-7.018,43.452,0.55
-6.989,42.962,0.55
-6.992,42.936,0.55
0,0,0
-2.152,50.075,1.05
-1.735,49.785,1.05
-1.7,49.769,1.05
-1.598,49.694,1.05
-1.569,49.68,1.05
-1.364,49.547,1.05
-1.293,49.507,1.05
-1.268,49.5,1.05
-0.843,49.366,1.05
-0.54,49.348,1.05
-0.527,49.349,1.05
-0.112,49.369,1.05
0.216,49.428,1.05
0.333,49.463,1.05
0.563,49.574,1.05
1.089,49.831,1.05
1.613,50.167,1.05
1.735,50.272,1.05
1.781,50.352,1.05
1.887,50.6,1.05
2.083,50.852,1.05
2.189,51.062,1.05
2.216,51.177,1.05
2.218,51.197,1.05
2.246,51.269,1.05
2.311,51.576,1.05
2.311,51.605,1.05
2.273,51.886,1.05
2.188,52.073,1.05
2.095,52.135,1.05
1.998,52.174,1.05
1.663,52.205,1.05
1.566,52.198,1.05
1.178,52.206,1.05
0.734,52.196,1.05
0.221,52.121,1.05
-0.426,52.069,1.05
-0.809,52.012,1.05
-1.308,51.971,1.05
-1.809,51.882,1.05
-2.332,51.741,1.05
-2.513,51.683,1.05
-2.699,51.599,1.05
-2.808,51.47,1.05
-2.831,51.435,1.05
-2.831,51.376,1.05
-2.851,51.191,1.05
-2.75,50.716,1.05
-2.621,50.558,1.05
-2.446,50.377,1.05
0,0,0
-7.219,39.26,1.05
-7.199,39.178,1.05
-7.194,39.169,1.05
-7.162,39.084,1.05
-7.142,39.073,1.05
-7.089,39.02,1.05
-7.041,39.038,1.05
-7.024,39.038,1.05
-6.964,39.086,1.05
-6.92,39.132,1.05
-6.87,39.207,1.05
-6.762,39.315,1.05
-6.615,39.391,1.05
-6.36,39.577,1.05
-6.263,39.68,1.05
-6.173,39.813,1.05
-5.943,40.314,1.05
-5.804,40.817,1.05
-5.706,41.339,1.05
-5.65,41.755,1.05
-5.652,41.783,1.05
-5.632,42.198,1.05
-5.633,42.404,1.05
-5.621,42.638,1.05
-5.622,42.7,1.05
-5.612,42.864,1.05
-5.618,42.953,1.05
-5.616,42.966,1.05
-5.632,43.305,1.05
-5.628,43.395,1.05
-5.637,43.571,1.05
-5.635,43.648,1.05
-5.665,44.289,1.05
-5.709,44.832,1.05
-5.76,45.424,1.05
-5.818,45.952,1.05
-5.858,46.207,1.05
-5.944,46.794,1.05
-5.978,47.002,1.05
-6.067,47.389,1.05
-6.225,47.884,1.05
-6.431,48.348,1.05
-6.579,48.641,1.05
-6.697,48.812,1.05
-6.908,49.022,1.05
-7.012,49.08,1.05
-7.114,49.091,1.05
-7.205,49.049,1.05
-7.304,48.909,1.05
-7.332,48.849,1.05
-7.47,48.493,1.05
-7.586,48.315,1.05
-7.699,48.23,1.05
-7.866,48.162,1.05
-8.094,48.102,1.05
-8.253,48.09,1.05
-8.321,48.102,1.05
-8.431,48.125,1.05
-8.533,48.174,1.05
-8.601,48.224,1.05
-8.784,48.401,1.05
-8.956,48.491,1.05
-9.096,48.516,1.05
-9.155,48.532,1.05
-9.244,48.533,1.05
-9.344,48.51,1.05
-9.485,48.439,1.05
-9.517,48.346,1.05
-9.522,48.253,1.05
-9.5,48.183,1.05
-9.492,48.015,1.05
-9.497,47.997,1.05
-9.488,47.897,1.05
-9.489,47.879,1.05
-9.407,47.48,1.05
-9.295,46.985,1.05
-9.251,46.765,1.05
-9.234,46.727,1.05
-9.227,46.659,1.05
-9.182,46.473,1.05
-9.134,46.373,1.05
-9.11,46.149,1.05
-9.126,46.027,1.05
-9.111,45.879,1.05
-9.112,45.853,1.05
-9.103,45.791,1.05
-9.018,45.627,1.05
-9.002,45.618,1.05
-8.927,45.535,1.05
-8.912,45.527,1.05
-8.833,45.454,1.05
-8.742,45.418,1.05
-8.7,45.418,1.05
-8.627,45.47,1.05
-8.588,45.526,1.05
-8.338,45.65,1.05
-8.108,45.629,1.05
-7.947,45.553,1.05
-7.749,45.296,1.05
-7.609,45.022,1.05
-7.569,44.871,1.05
-7.442,44.591,1.05
-7.402,44.428,1.05
-7.333,44.303,1.05
-7.271,44.061,1.05
-7.242,43.996,1.05
-7.144,43.628,1.05
-7.119,43.327,1.05
-7.123,43.134,1.05
-7.118,42.93,1.05
-7.045,42.377,1.05
-7.071,41.752,1.05
-7.097,41.252,1.05
-7.101,41.092,1.05
-7.098,40.899,1.05
-7.118,40.414,1.05
-7.133,40.276,1.05
-7.183,40.033,1.05
-7.212,39.828,1.05
-7.227,39.602,1.05
-7.232,39.469,1.05
0,0,0
-1.033,35.706,1.05
-0.413,35.747,1.05
-0.255,35.762,1.05
-0.232,35.76,1.05
-0.006,35.785,1.05
0.017,35.792,1.05
0.182,35.829,1.05
0.504,35.91,1.05
1.027,36.009,1.05
1.304,36.06,1.05
1.61,36.145,1.05
1.701,36.184,1.05
1.729,36.192,1.05
1.812,36.232,1.05
2.151,36.338,1.05
2.622,36.528,1.05
2.824,36.646,1.05
3.001,36.787,1.05
3.098,36.888,1.05
3.21,37.082,1.05
3.243,37.163,1.05
3.265,37.326,1.05
3.267,37.372,1.05
3.227,37.593,1.05
3.144,37.788,1.05
3.063,37.908,1.05
2.807,38.153,1.05
2.351,38.44,1.05
2.041,38.608,1.05
1.899,38.704,1.05
0.957,39.072,1.05
0.325,39.215,1.05
-0.113,39.248,1.05
-0.69,39.155,1.05
-1.239,38.954,1.05
-1.695,38.693,1.05
-2.261,38.199,1.05
-2.586,37.86,1.05
-2.871,37.482,1.05
-3.072,36.997,1.05
-3.167,36.649,1.05
-3.219,36.182,1.05
-3.224,36.096,1.05
-3.217,36.041,1.05
-3.169,35.936,1.05
-3.023,35.813,1.05
-2.951,35.791,1.05
-2.896,35.764,1.05
-2.825,35.747,1.05
-2.788,35.728,1.05
-2.671,35.715,1.05
-2.62,35.7,1.05
-2.378,35.679,1.05
-2.318,35.682,1.05
-2.211,35.675,1.05
-1.556,35.684,1.05
0,0,0
-9.388,42.779,1.05
-9.356,42.745,1.05
-9.256,42.789,1.05
-9.144,42.889,1.05
-9.119,42.927,1.05
-8.977,43.071,1.05
-8.94,43.124,1.05
-8.735,43.359,1.05
-8.614,43.545,1.05
-8.627,43.72,1.05
-8.626,43.777,1.05
-8.591,44.066,1.05
-8.591,44.12,1.05
-8.634,44.248,1.05
-8.678,44.274,1.05
-8.721,44.33,1.05
-8.723,44.407,1.05
-8.772,44.478,1.05
-8.693,44.554,1.05
-8.675,44.632,1.05
-8.603,44.765,1.05
-8.596,44.8,1.05
-8.602,44.852,1.05
-8.688,45.13,1.05
-8.775,45.168,1.05
-8.827,45.174,1.05
-8.846,45.128,1.05
-8.939,45.037,1.05
-8.959,44.976,1.05
-8.977,44.938,1.05
-8.992,44.859,1.05
-8.988,44.841,1.05
-8.993,44.812,1.05
-8.982,44.619,1.05
-8.919,44.499,1.05
-9.025,44.4,1.05
-9.036,44.36,1.05
-9.094,44.29,1.05
-9.131,44.219,1.05
-9.207,43.997,1.05
-9.221,43.917,1.05
-9.265,43.856,1.05
-9.272,43.835,1.05
-9.321,43.767,1.05
-9.358,43.729,1.05
-9.354,43.651,1.05
-9.396,43.581,1.05
-9.412,43.387,1.05
-9.454,43.228,1.05
-9.456,43.207,1.05
-9.446,43.147,1.05
-9.468,43.009,1.05
-9.464,42.948,1.05
-9.44,42.88,1.05
0,0,0
4.814,47.351,1.05
4.822,47.213,1.05
4.827,47.107,1.05
4.869,46.52,1.05
4.885,46.284,1.05
4.935,45.782,1.05
4.992,45.181,1.05
5.047,44.658,1.05
5.095,44.268,1.05
5.11,44.114,1.05
5.128,43.908,1.05
5.195,43.347,1.05
5.291,42.86,1.05
5.341,42.698,1.05
5.405,42.421,1.05
5.618,41.877,1.05
5.759,41.567,1.05
6.026,41.133,1.05
6.276,40.786,1.05
6.415,40.594,1.05
6.517,40.484,1.05
6.705,40.364,1.05
6.72,40.358,1.05
6.81,40.353,1.05
6.85,40.374,1.05
6.904,40.419,1.05
6.928,40.47,1.05
6.961,40.587,1.05
6.973,40.695,1.05
6.967,40.784,1.05
6.97,40.815,1.05
6.964,40.909,1.05
6.966,40.925,1.05
6.944,41.199,1.05
6.911,41.294,1.05
6.88,41.509,1.05
6.858,41.585,1.05
6.817,41.685,1.05
6.817,41.711,1.05
6.789,41.783,1.05
6.77,41.931,1.05
6.773,42.033,1.05
6.722,42.196,1.05
6.716,42.264,1.05
6.698,42.396,1.05
6.697,42.434,1.05
6.681,42.49,1.05
6.659,42.715,1.05
6.661,42.738,1.05
6.643,42.835,1.05
6.636,42.932,1.05
6.635,42.982,1.05
6.64,43.034,1.05
6.637,43.07,1.05
6.657,43.367,1.05
6.685,43.481,1.05
6.683,43.591,1.05
6.682,43.611,1.05
6.665,43.715,1.05
6.663,43.842,1.05
6.744,43.877,1.05
6.76,43.874,1.05
6.766,43.861,1.05
6.819,43.781,1.05
6.927,43.643,1.05
7.02,43.506,1.05
7.037,43.483,1.05
7.079,43.44,1.05
7.214,43.323,1.05
7.311,43.231,1.05
7.532,43.087,1.05
7.818,43.016,1.05
8.147,42.967,1.05
8.613,42.857,1.05
8.71,42.873,1.05
8.795,42.94,1.05
8.889,43.104,1.05
8.987,43.437,1.05
9.015,43.686,1.05
9.025,43.917,1.05
8.974,44.135,1.05
8.875,44.305,1.05
8.739,44.437,1.05
8.503,44.613,1.05
8.386,44.729,1.05
8.181,45.02,1.05
8.036,45.344,1.05
7.936,45.68,1.05
7.891,45.867,1.05
7.895,45.898,1.05
7.92,46.085,1.05
7.914,46.211,1.05
7.908,46.328,1.05
7.909,46.403,1.05
7.907,46.449,1.05
7.915,46.562,1.05
7.951,46.852,1.05
7.995,47.391,1.05
8.042,47.848,1.05
8.084,48.485,1.05
8.156,48.993,1.05
8.182,49.172,1.05
8.181,49.225,1.05
8.191,49.374,1.05
8.172,49.545,1.05
8.15,49.614,1.05
8.134,49.644,1.05
8.117,49.688,1.05
7.967,49.851,1.05
7.859,49.908,1.05
7.774,49.939,1.05
7.671,49.955,1.05
7.458,49.923,1.05
7.062,49.756,1.05
6.7,49.485,1.05
6.511,49.38,1.05
6.466,49.352,1.05
6.284,49.287,1.05
6.182,49.279,1.05
6.095,49.29,1.05
6.014,49.344,1.05
5.897,49.549,1.05
5.865,49.696,1.05
5.862,49.867,1.05
5.926,50.302,1.05
5.977,50.508,1.05
6.017,50.695,1.05
6.012,50.791,1.05
6.017,50.836,1.05
5.998,50.917,1.05
5.94,50.96,1.05
5.886,50.951,1.05
5.814,50.913,1.05
5.792,50.895,1.05
5.742,50.822,1.05
5.688,50.768,1.05
5.59,50.604,1.05
5.518,50.45,1.05
5.409,50.207,1.05
5.266,49.778,1.05
5.178,49.482,1.05
5.172,49.456,1.05
5.155,49.382,1.05
5.077,49.112,1.05
5.029,48.927,1.05
5.01,48.827,1.05
4.956,48.611,1.05
4.929,48.452,1.05
4.891,48.241,1.05
4.887,48.192,1.05
4.828,47.776,1.05
0,0,0
-1.923,35.299,1.55
-1.416,35.272,1.55
-1.071,35.243,1.55
-0.561,35.217,1.55
-0.433,35.205,1.55
-0.401,35.207,1.55
-0.012,35.178,1.55
0.048,35.191,1.55
0.49,35.208,1.55
0.772,35.26,1.55
0.854,35.287,1.55
0.96,35.308,1.55
1.348,35.442,1.55
1.804,35.653,1.55
2.267,35.871,1.55
2.743,36.087,1.55
3.263,36.305,1.55
3.673,36.491,1.55
3.721,36.522,1.55
4.039,36.677,1.55
4.261,36.842,1.55
4.307,36.905,1.55
4.355,36.996,1.55
4.429,37.502,1.55
4.367,38.076,1.55
4.225,38.445,1.55
3.985,38.779,1.55
3.618,39.143,1.55
3.281,39.43,1.55
2.531,39.963,1.55
1.862,40.312,1.55
1.392,40.524,1.55
0.909,40.715,1.55
0.14,40.906,1.55
0.105,40.906,1.55
-0.035,40.934,1.55
-0.129,40.935,1.55
-0.51,40.921,1.55
-0.9,40.812,1.55
-1.291,40.621,1.55
-1.741,40.294,1.55
-2.286,39.868,1.55
-2.677,39.523,1.55
-3.064,39.111,1.55
-3.149,38.977,1.55
-3.306,38.518,1.55
-3.355,38.405,1.55
-3.542,37.899,1.55
-3.575,37.814,1.55
-3.761,37.249,1.55
-3.916,36.701,1.55
-3.995,36.177,1.55
-4.003,36.013,1.55
-3.987,35.822,1.55
-3.962,35.708,1.55
-3.889,35.547,1.55
-3.827,35.49,1.55
-3.685,35.409,1.55
-3.345,35.33,1.55
-2.555,35.309,1.55
0,0,0
9.187,43.49,1.55
9.232,43.887,1.55
9.278,44.272,1.55
9.354,44.524,1.55
9.386,44.756,1.55
9.413,44.795,1.55
9.469,45.03,1.55
9.679,45.672,1.55
9.68,45.684,1.55
9.708,45.825,1.55
9.746,45.942,1.55
9.768,46.096,1.55
9.777,46.243,1.55
9.769,46.37,1.55
9.755,46.415,1.55
9.706,46.493,1.55
9.623,46.538,1.55
9.548,46.547,1.55
9.428,46.524,1.55
9.106,46.407,1.55
8.946,46.325,1.55
8.736,46.172,1.55
8.534,45.982,1.55
8.379,45.868,1.55
8.272,45.844,1.55
8.176,45.884,1.55
8.123,45.941,1.55
8.067,46.042,1.55
8.019,46.327,1.55
8.026,46.43,1.55
8.002,46.56,1.55
7.825,46.726,1.55
7.653,46.845,1.55
7.64,46.865,1.55
7.638,46.896,1.55
7.649,46.925,1.55
7.713,47.133,1.55
7.786,47.33,1.55
7.811,47.376,1.55
7.838,47.464,1.55
7.848,47.486,1.55
7.852,47.512,1.55
7.876,47.592,1.55
7.999,48.043,1.55
8.169,48.469,1.55
8.227,48.597,1.55
8.311,48.834,1.55
8.417,49.35,1.55
8.494,49.804,1.55
8.493,49.836,1.55
8.503,49.939,1.55
8.499,50.036,1.55
8.5,50.104,1.55
8.454,50.363,1.55
8.403,50.466,1.55
8.173,50.629,1.55
8.036,50.669,1.55
7.807,50.66,1.55
7.298,50.566,1.55
6.965,50.489,1.55
6.57,50.427,1.55
6.508,50.432,1.55
6.478,50.431,1.55
6.409,50.476,1.55
6.374,50.545,1.55
6.374,50.556,1.55
6.33,50.72,1.55
6.344,50.913,1.55
6.39,51.104,1.55
6.563,51.553,1.55
6.576,51.63,1.55
6.612,51.81,1.55
6.609,51.835,1.55
6.616,51.885,1.55
6.612,51.924,1.55
6.624,52.005,1.55
6.619,52.098,1.55
6.604,52.185,1.55
6.604,52.229,1.55
6.571,52.299,1.55
6.509,52.344,1.55
6.446,52.352,1.55
6.416,52.35,1.55
6.342,52.325,1.55
6.245,52.257,1.55
6.013,52.006,1.55
5.99,51.977,1.55
5.603,51.475,1.55
5.372,51.029,1.55
5.099,50.468,1.55
4.909,49.966,1.55
4.833,49.728,1.55
4.748,49.4,1.55
4.746,49.376,1.55
4.729,49.311,1.55
4.712,49.186,1.55
4.686,49.038,1.55
4.667,48.951,1.55
4.659,48.838,1.55
4.646,48.764,1.55
4.623,48.49,1.55
4.624,48.462,1.55
4.617,48.372,1.55
4.618,48.346,1.55
4.592,48.023,1.55
4.563,47.635,1.55
4.564,47.609,1.55
4.559,47.411,1.55
4.636,46.739,1.55
4.677,46.403,1.55
4.7,46.171,1.55
4.768,45.648,1.55
4.824,45.139,1.55
4.885,44.617,1.55
4.967,43.841,1.55
5.024,43.232,1.55
5.092,42.737,1.55
5.208,42.243,1.55
5.415,41.748,1.55
5.596,41.335,1.55
5.89,40.833,1.55
6.213,40.416,1.55
6.595,39.993,1.55
6.958,39.631,1.55
7.108,39.584,1.55
7.213,39.613,1.55
7.269,39.698,1.55
7.298,39.787,1.55
7.312,40.013,1.55
7.27,40.465,1.55
7.238,40.522,1.55
7.225,40.592,1.55
7.209,40.627,1.55
7.195,40.697,1.55
7.099,40.987,1.55
7.079,41.034,1.55
7.072,41.082,1.55
7.042,41.136,1.55
7.042,41.17,1.55
7.022,41.254,1.55
7.023,41.275,1.55
7.019,41.351,1.55
7.028,41.47,1.55
7.069,41.596,1.55
7.082,41.619,1.55
7.123,41.66,1.55
7.175,41.678,1.55
7.205,41.692,1.55
7.384,41.704,1.55
7.479,41.703,1.55
7.564,41.708,1.55
8.1,41.776,1.55
8.652,41.834,1.55
8.739,41.848,1.55
8.837,41.908,1.55
8.92,41.993,1.55
9.002,42.193,1.55
9.091,42.713,1.55
9.092,42.803,1.55
9.158,43.306,1.55
9.187,43.474,1.55
0,0,0
1.327,48.076,1.55
1.933,48.382,1.55
2.39,48.721,1.55
2.767,49.093,1.55
3.173,49.62,1.55
3.399,49.962,1.55
3.454,50.063,1.55
3.634,50.437,1.55
3.74,50.741,1.55
3.814,51.192,1.55
3.818,51.533,1.55
3.775,51.882,1.55
3.685,52.207,1.55
3.536,52.478,1.55
3.377,52.666,1.55
3.183,52.821,1.55
3.131,52.853,1.55
2.975,52.926,1.55
2.892,52.95,1.55
2.677,52.995,1.55
2.169,53.037,1.55
1.586,53.067,1.55
1.431,53.066,1.55
1.356,53.069,1.55
0.804,53.037,1.55
0.153,52.959,1.55
-0.552,52.836,1.55
-1.04,52.727,1.55
-1.453,52.641,1.55
-1.958,52.521,1.55
-2.543,52.415,1.55
-3.202,52.316,1.55
-3.533,52.235,1.55
-3.678,52.18,1.55
-3.87,52.073,1.55
-4.058,51.923,1.55
-4.209,51.732,1.55
-4.294,51.556,1.55
-4.302,51.495,1.55
-4.351,51.326,1.55
-4.339,51.197,1.55
-4.091,50.679,1.55
-3.922,50.359,1.55
-3.719,50.062,1.55
-3.018,49.252,1.55
-2.501,48.77,1.55
-2.335,48.633,1.55
-1.888,48.312,1.55
-1.471,48.071,1.55
-1.448,48.064,1.55
-1.148,47.943,1.55
-0.643,47.82,1.55
-0.221,47.76,1.55
0.203,47.744,1.55
0.339,47.749,1.55
0.781,47.839,1.55
0,0,0
-7.239,40.581,1.55
-7.187,40.515,1.55
-7.152,40.453,1.55
-7.138,40.321,1.55
-7.107,40.238,1.55
-7.088,40.132,1.55
-7.095,40.063,1.55
-7.091,40.01,1.55
-7.111,39.851,1.55
-7.282,39.221,1.55
-7.329,39.045,1.55
-7.424,38.539,1.55
-7.427,38.512,1.55
-7.413,38.391,1.55
-7.39,38.316,1.55
-7.353,38.27,1.55
-7.308,38.257,1.55
-7.291,38.258,1.55
-7.242,38.257,1.55
-7.097,38.306,1.55
-6.712,38.513,1.55
-6.354,38.816,1.55
-6.224,38.988,1.55
-5.895,39.552,1.55
-5.672,40.045,1.55
-5.565,40.35,1.55
-5.466,40.892,1.55
-5.438,41.42,1.55
-5.439,41.514,1.55
-5.437,41.591,1.55
-5.448,41.815,1.55
-5.447,41.889,1.55
-5.472,42.285,1.55
-5.47,42.453,1.55
-5.505,42.933,1.55
-5.529,43.606,1.55
-5.554,44.106,1.55
-5.588,44.686,1.55
-5.631,45.286,1.55
-5.694,45.893,1.55
-5.745,46.408,1.55
-5.841,46.944,1.55
-5.969,47.565,1.55
-6.127,48.125,1.55
-6.333,48.71,1.55
-6.346,48.743,1.55
-6.571,49.231,1.55
-6.874,49.711,1.55
-6.986,49.861,1.55
-7.216,50.093,1.55
-7.321,50.148,1.55
-7.423,50.16,1.55
-7.513,50.116,1.55
-7.564,50.031,1.55
-7.703,49.516,1.55
-7.745,49.383,1.55
-7.866,49.194,1.55
-7.978,49.087,1.55
-8.185,48.999,1.55
-8.198,48.998,1.55
-8.215,48.999,1.55
-8.367,48.994,1.55
-8.73,49.131,1.55
-8.981,49.264,1.55
-9.184,49.319,1.55
-9.631,49.363,1.55
-9.725,49.331,1.55
-9.768,49.303,1.55
-9.841,49.22,1.55
-9.885,49.122,1.55
-9.885,49.111,1.55
-9.905,49.023,1.55
-9.903,49.012,1.55
-9.911,48.916,1.55
-9.767,48.421,1.55
-9.567,47.918,1.55
-9.449,47.63,1.55
-9.34,47.342,1.55
-9.261,46.994,1.55
-9.223,46.647,1.55
-9.225,46.591,1.55
-9.207,46.369,1.55
-9.214,46.143,1.55
-9.213,45.969,1.55
-9.247,45.339,1.55
-9.323,44.787,1.55
-9.351,44.318,1.55
-9.329,43.996,1.55
-9.356,43.857,1.55
-9.344,43.802,1.55
-9.344,43.738,1.55
-9.378,43.535,1.55
-9.419,43.421,1.55
-9.44,43.342,1.55
-9.485,43.192,1.55
-9.682,42.711,1.55
-9.691,42.689,1.55
-9.695,42.675,1.55
-9.734,42.524,1.55
-9.755,42.394,1.55
-9.761,42.332,1.55
-9.764,42.219,1.55
-9.724,41.71,1.55
-9.631,41.192,1.55
-9.562,41.007,1.55
-9.505,40.928,1.55
-9.439,40.893,1.55
-9.423,40.881,1.55
-9.381,40.873,1.55
-9.077,40.885,1.55
-9.048,40.881,1.55
-8.931,40.887,1.55
-8.767,40.93,1.55
-8.491,41.005,1.55
-8.394,41.043,1.55
-7.835,41.206,1.55
-7.752,41.207,1.55
-7.642,41.229,1.55
-7.501,41.156,1.55
-7.394,41.012,1.55
-7.354,40.916,1.55
-7.353,40.882,1.55
-7.323,40.809,1.55
-7.322,40.739,1.55
0,0,0
-10.082,43.258,2.05
-10.056,43.064,2.05
-10.016,42.583,2.05
-9.972,42.036,2.05
-9.906,41.433,2.05
-9.829,40.938,2.05
-9.728,40.383,2.05
-9.717,40.328,2.05
-9.667,40.168,2.05
-9.604,40.055,2.05
-9.527,39.981,2.05
-9.496,39.965,2.05
-9.41,39.945,2.05
-9.302,39.949,2.05
-9.231,39.96,2.05
-9.185,39.966,2.05
-9.021,39.952,2.05
-8.648,39.869,2.05
-8.368,39.791,2.05
-8.082,39.676,2.05
-7.99,39.638,2.05
-7.789,39.526,2.05
-7.628,39.444,2.05
-7.564,39.395,2.05
-7.429,39.317,2.05
-7.419,39.304,2.05
-7.415,39.294,2.05
-7.374,39.242,2.05
-7.348,39.182,2.05
-7.346,39.161,2.05
-7.334,39.132,2.05
-7.325,39.077,2.05
-7.324,39.013,2.05
-7.326,38.954,2.05
-7.325,38.938,2.05
-7.339,38.854,2.05
-7.342,38.817,2.05
